studentid,cgpa,internships,projects,certifications,aptitudetestscore,softskillsrating,extracurricularactivities,placementtraining,ssc_marks,hsc_marks,placementstatus
8976,8.5,1,3,2,80.0,4.6,Yes,Yes,74.0,68.0,Placed
5227,7.2,1,1,0,71.0,4.3,No,No,62.0,72.0,NotPlaced
1520,7.8,1,1,0,74.0,4.1,No,No,60.0,61.0,NotPlaced
1832,7.6,1,1,1,75.0,3.7,No,No,55.0,63.0,NotPlaced
3556,6.6,1,1,1,80.0,4.4,No,Yes,77.0,68.0,NotPlaced
3066,6.5,1,2,1,79.0,3.9,No,Yes,55.0,70.0,NotPlaced
3939,7.6,1,3,0,87.0,4.4,Yes,Yes,71.0,71.0,Placed
9050,8.3,2,3,2,87.0,4.7,Yes,Yes,79.0,80.0,Placed
6019,7.4,0,2,0,72.0,3.5,No,Yes,67.0,66.0,NotPlaced
1780,8.1,1,1,1,71.0,4.2,No,No,55.0,61.0,NotPlaced
5051,6.6,1,2,0,87.0,4.6,No,Yes,80.0,71.0,NotPlaced
9541,8.3,2,3,2,89.0,4.8,Yes,Yes,78.0,81.0,Placed
631,7.6,1,2,1,74.0,4.6,No,Yes,74.0,85.0,Placed
9736,6.5,1,3,2,85.0,4.8,Yes,Yes,74.0,82.0,NotPlaced
5268,8.2,2,3,2,90.0,4.8,Yes,Yes,83.0,87.0,Placed
1927,7.7,2,2,2,84.0,3.9,No,Yes,86.0,87.0,Placed
5191,7.4,0,1,0,80.0,3.4,No,No,70.0,70.0,NotPlaced
584,7.8,0,1,1,77.0,4.1,Yes,Yes,55.0,70.0,NotPlaced
9182,7.6,1,1,0,72.0,4.5,No,No,55.0,57.0,NotPlaced
4734,8.6,1,3,0,74.0,4.4,Yes,Yes,86.0,81.0,Placed
9783,7.5,1,1,0,81.0,4.7,Yes,Yes,57.0,64.0,Placed
3187,7.9,1,2,1,77.0,4.3,No,No,55.0,63.0,Placed
2843,8.0,1,2,0,86.0,4.8,Yes,Yes,67.0,73.0,NotPlaced
956,6.5,1,1,0,82.0,3.9,No,Yes,55.0,60.0,NotPlaced
4473,8.1,2,3,2,90.0,4.7,Yes,Yes,77.0,84.0,Placed
1072,7.9,0,3,1,86.0,4.6,Yes,No,77.0,80.0,Placed
6829,8.2,0,1,1,67.0,4.2,Yes,Yes,74.0,66.0,NotPlaced
2247,8.5,2,2,2,69.0,4.4,No,Yes,76.0,81.0,NotPlaced
2236,8.3,1,2,2,90.0,4.8,Yes,Yes,90.0,84.0,Placed
77,8.1,1,3,1,90.0,4.6,Yes,Yes,73.0,86.0,Placed
8670,6.6,1,3,2,90.0,4.6,Yes,Yes,73.0,65.0,NotPlaced
3719,7.5,1,2,0,68.0,4.2,Yes,Yes,57.0,75.0,NotPlaced
696,7.1,2,3,2,90.0,4.4,Yes,Yes,77.0,87.0,Placed
7968,8.7,1,3,2,90.0,4.7,Yes,Yes,79.0,80.0,Placed
4189,8.3,0,3,1,88.0,4.1,Yes,Yes,55.0,80.0,NotPlaced
7036,8.3,1,2,2,79.0,4.6,Yes,Yes,75.0,73.0,Placed
2126,7.7,1,3,0,86.0,4.8,Yes,Yes,79.0,84.0,Placed
9964,6.5,2,1,0,65.0,3.3,No,No,55.0,70.0,NotPlaced
8458,7.3,1,2,1,83.0,3.2,No,Yes,68.0,71.0,NotPlaced
6037,7.4,1,3,0,88.0,4.1,Yes,Yes,59.0,73.0,NotPlaced
9671,7.4,0,2,0,80.0,4.8,No,Yes,55.0,68.0,NotPlaced
4610,7.0,0,1,1,66.0,3.8,No,No,55.0,65.0,NotPlaced
2498,8.4,1,2,0,82.0,4.4,Yes,Yes,71.0,83.0,NotPlaced
2338,8.0,1,3,2,84.0,4.7,Yes,Yes,90.0,86.0,Placed
7873,8.2,1,1,0,80.0,3.9,Yes,Yes,61.0,84.0,NotPlaced
2781,7.3,0,1,1,84.0,4.7,No,No,55.0,68.0,NotPlaced
780,7.7,1,3,0,79.0,4.8,No,Yes,75.0,69.0,NotPlaced
4664,7.0,1,1,1,63.0,3.7,Yes,Yes,55.0,73.0,NotPlaced
8766,7.4,1,2,1,76.0,4.4,Yes,Yes,79.0,70.0,NotPlaced
1006,7.8,1,2,2,76.0,4.0,No,Yes,73.0,58.0,NotPlaced
3893,7.4,1,1,2,86.0,4.6,Yes,No,88.0,86.0,NotPlaced
596,8.5,2,3,2,90.0,4.8,Yes,Yes,80.0,84.0,Placed
2524,8.4,1,3,2,85.0,4.8,Yes,Yes,76.0,82.0,Placed
9871,7.5,0,2,0,62.0,4.3,No,Yes,81.0,69.0,NotPlaced
6514,7.7,1,1,0,78.0,3.9,No,Yes,69.0,72.0,NotPlaced
5453,7.5,1,2,1,81.0,4.2,No,Yes,61.0,68.0,NotPlaced
716,6.7,1,1,1,66.0,3.4,No,Yes,59.0,68.0,NotPlaced
6594,8.6,2,2,2,87.0,4.8,Yes,Yes,80.0,83.0,Placed
4177,8.3,1,3,1,90.0,4.8,Yes,Yes,70.0,79.0,Placed
6972,7.3,1,2,0,75.0,3.9,No,Yes,80.0,71.0,NotPlaced
3047,7.6,0,1,0,71.0,4.0,No,Yes,58.0,66.0,NotPlaced
7361,7.3,1,1,0,70.0,4.3,No,Yes,63.0,76.0,NotPlaced
8343,7.6,0,3,2,87.0,4.8,No,Yes,79.0,62.0,Placed
3384,8.3,1,2,0,80.0,4.8,Yes,Yes,73.0,83.0,Placed
2688,8.5,2,3,1,90.0,4.7,Yes,Yes,72.0,77.0,Placed
1033,7.8,2,3,1,73.0,4.3,Yes,Yes,82.0,82.0,Placed
4053,7.5,2,1,2,86.0,4.6,No,Yes,82.0,83.0,Placed
8072,7.4,0,1,0,65.0,4.2,No,No,55.0,70.0,NotPlaced
5255,7.4,0,1,0,61.0,3.7,No,Yes,57.0,63.0,NotPlaced
7510,7.8,2,2,2,79.0,4.5,Yes,No,72.0,86.0,NotPlaced
1476,7.6,1,3,0,82.0,4.3,No,Yes,73.0,87.0,NotPlaced
6086,8.4,0,3,2,77.0,4.6,Yes,No,63.0,79.0,Placed
5705,6.5,1,3,2,71.0,4.2,No,No,80.0,88.0,NotPlaced
8162,8.0,2,3,0,90.0,4.8,No,Yes,65.0,86.0,NotPlaced
1250,6.5,1,1,1,62.0,4.1,No,Yes,60.0,64.0,NotPlaced
4192,7.8,2,3,0,83.0,4.2,Yes,Yes,80.0,87.0,Placed
6859,8.5,1,3,2,76.0,4.8,Yes,Yes,67.0,83.0,Placed
9503,8.1,1,3,2,90.0,4.7,Yes,Yes,84.0,81.0,Placed
4176,7.6,1,2,3,74.0,3.7,Yes,Yes,79.0,86.0,Placed
8888,8.3,1,2,2,85.0,4.6,Yes,Yes,75.0,81.0,Placed
2909,7.4,1,1,1,77.0,3.9,No,Yes,59.0,69.0,NotPlaced
1587,7.7,1,1,0,74.0,4.0,Yes,Yes,79.0,87.0,Placed
5022,8.4,2,3,2,90.0,4.8,Yes,Yes,85.0,81.0,Placed
2933,7.5,1,1,0,68.0,3.7,No,No,57.0,63.0,NotPlaced
5440,6.5,1,2,1,64.0,3.7,No,Yes,55.0,69.0,NotPlaced
7932,7.5,1,1,0,84.0,4.5,No,No,55.0,68.0,NotPlaced
5426,7.8,2,3,2,86.0,4.8,No,Yes,85.0,84.0,Placed
2682,6.5,1,1,1,79.0,3.8,No,Yes,60.0,69.0,NotPlaced
9438,7.9,1,2,2,71.0,4.3,Yes,Yes,77.0,85.0,NotPlaced
9557,8.1,1,3,2,88.0,4.8,Yes,Yes,81.0,85.0,Placed
2737,7.6,2,2,1,84.0,4.8,Yes,Yes,90.0,84.0,NotPlaced
8910,8.1,2,3,2,68.0,4.5,Yes,Yes,76.0,85.0,NotPlaced
4818,6.6,1,1,1,80.0,3.5,No,No,70.0,72.0,NotPlaced
1019,8.4,0,3,0,84.0,4.8,Yes,Yes,77.0,84.0,Placed
5611,6.9,0,2,1,71.0,3.2,No,No,55.0,65.0,NotPlaced
11,8.3,2,3,2,90.0,4.8,Yes,Yes,82.0,88.0,Placed
1568,8.1,1,1,0,80.0,4.5,No,No,79.0,72.0,NotPlaced
134,8.7,0,3,2,88.0,4.8,No,No,87.0,84.0,NotPlaced
1123,7.2,1,1,1,83.0,4.4,No,No,59.0,68.0,NotPlaced
6645,7.4,1,1,0,61.0,4.1,No,Yes,55.0,72.0,Placed
8337,7.9,2,3,2,82.0,4.8,Yes,Yes,90.0,84.0,Placed
7928,6.7,1,2,1,86.0,4.8,Yes,Yes,59.0,86.0,Placed
8512,6.8,1,3,1,86.0,4.8,Yes,Yes,76.0,79.0,NotPlaced
6155,6.5,0,1,1,80.0,3.4,Yes,Yes,60.0,66.0,NotPlaced
7816,8.5,1,3,2,90.0,4.7,Yes,Yes,75.0,81.0,Placed
4987,6.5,1,1,1,84.0,4.4,Yes,Yes,72.0,87.0,Placed
8389,7.4,1,1,0,72.0,4.1,No,Yes,76.0,74.0,NotPlaced
6052,8.1,2,3,2,88.0,4.4,No,No,73.0,82.0,Placed
3271,8.4,2,3,2,90.0,4.6,Yes,Yes,83.0,88.0,Placed
9210,7.5,1,2,0,78.0,4.0,Yes,Yes,66.0,85.0,NotPlaced
760,8.6,1,2,0,74.0,4.4,No,No,55.0,66.0,Placed
335,8.0,1,2,1,88.0,3.6,No,Yes,69.0,69.0,NotPlaced
5040,7.5,1,3,1,83.0,4.4,Yes,Yes,77.0,87.0,Placed
8996,8.4,1,2,0,81.0,4.0,No,Yes,55.0,59.0,Placed
9350,7.8,2,3,2,90.0,4.8,Yes,Yes,86.0,82.0,Placed
9279,7.8,1,3,2,88.0,4.3,Yes,Yes,84.0,86.0,Placed
2972,8.6,0,3,1,81.0,4.6,Yes,Yes,74.0,85.0,Placed
6079,7.7,1,1,1,70.0,4.6,No,Yes,55.0,66.0,NotPlaced
4770,7.5,1,1,0,69.0,4.5,No,No,64.0,66.0,NotPlaced
3885,7.8,1,2,2,90.0,4.8,Yes,Yes,74.0,84.0,Placed
2606,8.4,2,3,2,90.0,4.8,Yes,Yes,81.0,88.0,Placed
5543,8.7,1,2,0,74.0,4.8,No,No,74.0,83.0,NotPlaced
5638,6.6,2,3,0,73.0,4.5,Yes,Yes,75.0,72.0,NotPlaced
8613,8.1,2,2,2,87.0,4.8,Yes,Yes,75.0,85.0,Placed
9688,7.7,1,1,1,82.0,4.0,No,No,55.0,61.0,NotPlaced
5788,8.2,1,1,2,72.0,4.1,No,Yes,79.0,69.0,NotPlaced
1223,6.9,1,3,2,86.0,4.4,Yes,Yes,79.0,70.0,Placed
9063,8.6,1,2,2,88.0,4.3,Yes,Yes,71.0,82.0,Placed
6222,7.8,1,3,1,79.0,4.2,No,No,81.0,70.0,NotPlaced
6502,8.4,2,3,0,90.0,4.8,Yes,Yes,88.0,80.0,Placed
735,8.2,0,1,0,71.0,4.8,No,No,62.0,68.0,NotPlaced
9177,8.1,1,3,2,90.0,4.2,Yes,Yes,81.0,86.0,Placed
6475,6.8,1,1,0,90.0,4.5,No,Yes,73.0,57.0,NotPlaced
1848,7.8,2,3,1,90.0,4.6,Yes,No,87.0,84.0,Placed
3376,8.2,1,2,2,90.0,4.8,Yes,Yes,74.0,86.0,Placed
4565,8.5,2,3,2,84.0,4.7,Yes,Yes,87.0,80.0,Placed
4941,7.6,1,3,0,75.0,4.2,Yes,No,76.0,76.0,Placed
9217,8.0,0,3,1,90.0,4.1,Yes,Yes,64.0,61.0,Placed
861,8.0,1,1,0,84.0,3.9,Yes,No,55.0,66.0,NotPlaced
1405,7.6,1,1,0,84.0,4.1,No,No,55.0,86.0,NotPlaced
71,7.5,1,1,1,69.0,4.3,No,Yes,71.0,76.0,NotPlaced
2154,6.6,1,2,1,69.0,3.6,No,Yes,55.0,70.0,NotPlaced
7297,8.0,2,3,2,90.0,4.5,Yes,Yes,85.0,82.0,Placed
165,6.5,1,1,2,85.0,4.3,Yes,No,62.0,72.0,Placed
3579,8.5,2,3,0,88.0,4.7,Yes,Yes,74.0,86.0,Placed
6352,8.7,0,2,0,81.0,4.7,Yes,Yes,57.0,83.0,Placed
4640,6.5,2,2,1,76.0,3.9,Yes,Yes,60.0,68.0,NotPlaced
6838,8.4,2,3,2,90.0,4.8,Yes,Yes,82.0,84.0,Placed
763,7.7,1,1,0,70.0,3.9,No,Yes,55.0,67.0,NotPlaced
9958,7.5,1,1,0,73.0,4.4,Yes,Yes,64.0,64.0,NotPlaced
6775,8.6,2,2,0,70.0,4.1,Yes,Yes,79.0,64.0,Placed
2867,7.7,1,3,1,76.0,4.0,No,No,65.0,61.0,NotPlaced
5664,6.5,1,1,1,81.0,4.7,No,Yes,62.0,63.0,NotPlaced
2174,8.3,0,2,2,84.0,4.8,Yes,Yes,87.0,86.0,Placed
8490,7.6,0,3,1,70.0,4.1,Yes,No,55.0,63.0,NotPlaced
1035,8.5,2,2,2,80.0,4.8,Yes,Yes,75.0,88.0,Placed
7795,8.2,2,3,2,90.0,4.8,Yes,Yes,83.0,82.0,Placed
9244,7.2,1,2,0,82.0,3.6,Yes,Yes,71.0,74.0,Placed
3154,7.4,1,1,0,77.0,4.5,No,Yes,69.0,73.0,NotPlaced
8541,7.1,1,3,1,74.0,4.3,No,Yes,72.0,81.0,Placed
6013,7.5,1,2,0,74.0,4.6,No,Yes,58.0,75.0,NotPlaced
3037,7.3,1,1,1,66.0,4.4,No,No,60.0,64.0,NotPlaced
380,8.2,2,1,2,90.0,4.8,Yes,Yes,79.0,68.0,Placed
1066,8.6,0,3,2,73.0,4.2,Yes,No,73.0,85.0,Placed
1475,7.8,2,3,2,90.0,4.8,Yes,Yes,84.0,86.0,Placed
9215,8.1,1,3,2,90.0,4.7,Yes,Yes,71.0,85.0,NotPlaced
4634,7.9,1,3,1,77.0,4.3,Yes,Yes,84.0,85.0,Placed
4415,8.7,2,3,0,72.0,4.3,No,Yes,64.0,66.0,Placed
642,7.9,1,1,1,66.0,4.5,No,No,74.0,69.0,NotPlaced
2648,7.4,0,1,0,72.0,3.6,No,No,60.0,71.0,NotPlaced
7965,7.4,1,1,0,67.0,4.1,No,No,67.0,66.0,NotPlaced
4279,8.2,2,3,2,90.0,4.8,Yes,Yes,79.0,88.0,Placed
5228,8.2,2,3,2,90.0,4.8,Yes,Yes,70.0,84.0,Placed
8778,7.6,0,3,2,82.0,4.5,No,No,78.0,64.0,Placed
2586,6.6,1,1,0,60.0,4.2,No,Yes,62.0,67.0,NotPlaced
6474,8.4,1,3,0,88.0,4.7,Yes,Yes,72.0,85.0,Placed
2483,7.6,1,2,2,76.0,4.5,Yes,Yes,76.0,81.0,NotPlaced
1204,7.7,1,2,1,75.0,3.8,No,No,55.0,64.0,NotPlaced
9763,7.6,1,1,1,73.0,4.7,No,No,55.0,70.0,NotPlaced
1620,7.7,1,1,0,80.0,4.5,No,No,55.0,74.0,NotPlaced
10,7.8,1,3,2,79.0,4.4,Yes,Yes,85.0,86.0,Placed
1095,8.8,2,3,2,90.0,4.8,Yes,Yes,72.0,88.0,Placed
1513,8.6,0,3,1,77.0,4.8,Yes,Yes,82.0,83.0,NotPlaced
2770,8.1,0,1,0,68.0,4.2,No,No,55.0,59.0,NotPlaced
7111,8.5,2,3,0,87.0,4.8,Yes,Yes,74.0,86.0,Placed
795,8.4,1,3,2,68.0,3.6,Yes,Yes,72.0,61.0,Placed
5739,7.7,0,3,0,84.0,4.3,Yes,Yes,81.0,67.0,Placed
5538,7.4,1,2,1,68.0,4.2,No,Yes,57.0,64.0,NotPlaced
7895,8.9,2,3,2,88.0,4.8,Yes,Yes,73.0,83.0,NotPlaced
727,8.3,0,1,2,84.0,4.7,Yes,Yes,65.0,64.0,Placed
8538,7.6,1,1,3,76.0,3.8,No,Yes,59.0,60.0,NotPlaced
4838,8.8,2,3,3,79.0,4.4,Yes,Yes,67.0,82.0,Placed
1586,8.2,1,2,0,81.0,4.0,Yes,Yes,57.0,68.0,NotPlaced
7189,7.6,1,1,0,88.0,3.9,No,Yes,55.0,68.0,NotPlaced
8078,8.4,1,2,2,84.0,4.7,Yes,Yes,76.0,71.0,NotPlaced
8573,8.7,0,3,2,90.0,4.8,Yes,Yes,71.0,83.0,Placed
789,6.5,1,1,1,78.0,4.0,No,No,65.0,65.0,NotPlaced
5146,7.5,0,3,1,84.0,4.5,No,Yes,77.0,78.0,NotPlaced
5150,8.4,1,3,1,86.0,4.5,Yes,Yes,75.0,82.0,NotPlaced
7883,6.5,1,1,0,66.0,4.1,No,No,55.0,62.0,NotPlaced
1122,7.4,0,2,1,83.0,4.5,Yes,Yes,55.0,68.0,Placed
9949,7.8,1,1,1,78.0,3.7,No,Yes,60.0,67.0,NotPlaced
5101,6.6,1,1,1,60.0,3.9,No,Yes,56.0,58.0,NotPlaced
1197,6.8,1,1,0,78.0,3.7,No,Yes,61.0,65.0,Placed
4054,8.5,2,3,2,90.0,4.8,Yes,No,76.0,84.0,NotPlaced
2261,7.6,1,2,0,85.0,4.6,No,Yes,78.0,73.0,NotPlaced
8855,8.0,0,2,2,90.0,4.8,Yes,Yes,68.0,85.0,Placed
8124,7.6,1,3,0,77.0,4.3,Yes,Yes,70.0,83.0,NotPlaced
2036,6.5,0,1,1,73.0,3.5,No,No,85.0,64.0,NotPlaced
1995,7.7,0,1,0,65.0,4.3,No,Yes,55.0,64.0,NotPlaced
3847,8.2,1,3,1,79.0,4.4,No,Yes,77.0,81.0,NotPlaced
8518,7.7,1,2,0,75.0,4.4,No,No,60.0,73.0,NotPlaced
2527,8.2,0,2,1,68.0,4.3,Yes,Yes,62.0,68.0,Placed
9854,8.2,2,3,2,90.0,4.6,Yes,Yes,75.0,84.0,Placed
4793,7.2,1,2,1,76.0,4.1,No,No,73.0,65.0,NotPlaced
7379,8.5,1,3,2,86.0,4.5,Yes,Yes,89.0,77.0,Placed
7242,7.6,1,2,1,77.0,4.6,No,Yes,72.0,69.0,NotPlaced
4629,8.5,1,3,2,89.0,4.8,Yes,Yes,82.0,83.0,Placed
368,8.0,2,3,1,87.0,4.2,Yes,Yes,75.0,81.0,Placed
9023,6.5,1,2,1,76.0,4.1,Yes,No,56.0,70.0,NotPlaced
9791,8.5,2,3,2,90.0,4.8,Yes,Yes,76.0,86.0,Placed
5026,8.3,1,2,2,90.0,4.8,Yes,Yes,78.0,85.0,Placed
9411,8.8,2,3,2,90.0,4.8,Yes,Yes,70.0,86.0,Placed
2075,6.5,0,1,0,81.0,4.1,No,Yes,64.0,65.0,NotPlaced
413,7.8,0,1,1,63.0,4.5,No,No,61.0,65.0,NotPlaced
4665,8.3,2,3,2,90.0,4.8,Yes,Yes,78.0,83.0,Placed
8284,7.8,2,1,1,87.0,4.4,Yes,Yes,82.0,79.0,NotPlaced
6585,8.0,1,1,1,76.0,3.8,Yes,Yes,62.0,69.0,NotPlaced
8326,8.7,1,3,2,79.0,4.6,Yes,Yes,76.0,88.0,NotPlaced
5065,6.5,2,1,1,72.0,4.4,No,Yes,55.0,66.0,NotPlaced
8656,8.0,2,3,0,83.0,4.1,Yes,Yes,67.0,83.0,NotPlaced
4069,8.2,1,3,2,90.0,4.6,Yes,Yes,86.0,86.0,Placed
3020,8.3,2,3,2,87.0,4.7,No,Yes,71.0,85.0,Placed
6915,8.2,2,3,2,90.0,4.8,Yes,Yes,84.0,82.0,Placed
3743,7.5,1,1,0,72.0,3.7,No,Yes,56.0,68.0,NotPlaced
8604,8.0,2,3,0,90.0,4.8,Yes,Yes,80.0,69.0,Placed
4644,7.8,2,3,1,85.0,4.8,Yes,Yes,79.0,83.0,Placed
6816,8.1,0,3,2,89.0,4.8,Yes,Yes,78.0,83.0,Placed
2906,6.8,0,1,1,70.0,3.0,No,No,55.0,60.0,NotPlaced
3411,8.3,1,2,1,71.0,4.0,Yes,Yes,55.0,61.0,NotPlaced
9404,7.4,1,1,3,85.0,4.0,Yes,Yes,74.0,71.0,NotPlaced
9696,7.8,1,1,0,85.0,4.1,No,Yes,55.0,68.0,NotPlaced
8658,7.8,2,3,0,86.0,4.6,Yes,Yes,74.0,86.0,Placed
3910,8.2,1,3,2,89.0,4.4,Yes,Yes,73.0,69.0,Placed
603,8.5,2,3,0,89.0,4.8,Yes,Yes,79.0,80.0,Placed
3424,6.7,1,1,0,76.0,4.6,Yes,No,79.0,65.0,Placed
473,8.4,2,1,2,81.0,4.7,Yes,Yes,77.0,82.0,NotPlaced
1957,7.7,1,1,0,79.0,4.3,No,Yes,71.0,85.0,Placed
707,8.1,2,3,0,81.0,4.8,Yes,Yes,72.0,88.0,NotPlaced
1289,7.8,2,3,0,83.0,4.6,Yes,Yes,79.0,69.0,Placed
4713,6.6,1,1,1,72.0,4.3,No,No,63.0,74.0,NotPlaced
3948,8.0,2,3,2,90.0,4.3,Yes,Yes,75.0,82.0,Placed
4586,8.5,1,2,1,75.0,4.7,Yes,No,72.0,65.0,NotPlaced
4724,7.5,1,1,0,81.0,4.2,No,Yes,55.0,59.0,NotPlaced
9698,8.0,2,3,3,86.0,4.8,Yes,Yes,77.0,82.0,Placed
898,6.5,1,1,0,68.0,4.1,No,Yes,55.0,64.0,NotPlaced
8192,6.5,1,2,0,89.0,4.5,No,Yes,61.0,70.0,NotPlaced
5571,6.8,0,1,0,75.0,4.7,No,Yes,57.0,62.0,NotPlaced
6417,7.6,1,3,2,75.0,4.3,Yes,No,55.0,64.0,NotPlaced
3284,8.1,0,2,1,79.0,4.4,No,No,68.0,66.0,Placed
6961,8.3,2,3,2,90.0,4.7,Yes,Yes,82.0,83.0,Placed
5593,8.2,1,3,2,90.0,4.8,Yes,Yes,85.0,77.0,Placed
7760,7.5,1,1,1,60.0,4.8,Yes,Yes,75.0,70.0,NotPlaced
9308,8.3,1,3,2,85.0,4.8,Yes,Yes,80.0,82.0,Placed
2800,6.9,0,1,0,70.0,4.3,No,No,57.0,63.0,NotPlaced
9533,6.9,1,1,1,65.0,3.0,No,No,61.0,63.0,NotPlaced
4957,7.4,1,2,1,71.0,4.1,No,Yes,62.0,72.0,NotPlaced
6694,7.7,1,2,0,75.0,3.7,No,Yes,71.0,69.0,NotPlaced
5915,7.5,1,1,1,73.0,3.6,No,Yes,56.0,62.0,NotPlaced
7521,7.9,1,3,2,87.0,4.8,Yes,Yes,82.0,88.0,Placed
8238,8.0,1,2,0,88.0,4.4,Yes,Yes,78.0,76.0,Placed
1803,8.7,2,3,2,88.0,4.8,Yes,Yes,79.0,83.0,NotPlaced
2649,8.5,1,3,1,89.0,4.6,Yes,Yes,78.0,82.0,NotPlaced
5660,8.3,1,1,0,81.0,4.5,Yes,No,80.0,68.0,Placed
464,8.2,2,2,1,76.0,4.6,Yes,Yes,66.0,65.0,NotPlaced
585,8.1,2,3,2,90.0,4.4,Yes,Yes,81.0,87.0,Placed
2499,7.6,1,1,0,83.0,4.3,No,Yes,57.0,71.0,NotPlaced
1362,8.8,0,2,1,73.0,4.8,Yes,No,81.0,83.0,NotPlaced
4908,7.9,0,2,1,76.0,4.7,Yes,Yes,82.0,82.0,NotPlaced
5764,8.3,2,3,2,90.0,4.8,Yes,Yes,87.0,76.0,Placed
9786,7.2,1,2,1,80.0,4.1,No,Yes,58.0,68.0,NotPlaced
3672,8.8,2,3,2,90.0,4.8,Yes,Yes,80.0,83.0,Placed
5366,8.5,0,2,0,79.0,4.5,No,No,72.0,74.0,NotPlaced
7176,7.7,2,1,0,65.0,3.5,Yes,No,64.0,62.0,NotPlaced
1111,7.5,1,1,0,72.0,3.4,No,No,55.0,61.0,NotPlaced
1885,8.2,2,3,2,90.0,4.8,Yes,No,85.0,78.0,Placed
8428,8.7,2,3,2,90.0,4.8,Yes,Yes,74.0,81.0,Placed
8931,7.6,1,1,1,84.0,3.3,Yes,Yes,75.0,60.0,Placed
8298,7.7,1,2,3,78.0,4.4,No,No,71.0,68.0,NotPlaced
7174,6.8,0,1,0,84.0,4.0,No,Yes,80.0,69.0,NotPlaced
1016,8.6,1,3,1,83.0,4.7,Yes,Yes,81.0,87.0,Placed
7178,6.8,1,1,1,80.0,3.5,No,Yes,64.0,70.0,NotPlaced
8022,7.5,1,1,1,74.0,3.9,No,Yes,60.0,62.0,NotPlaced
1500,7.6,0,3,0,77.0,4.8,Yes,Yes,73.0,74.0,Placed
3877,7.9,1,3,2,90.0,4.8,Yes,Yes,90.0,82.0,Placed
6333,7.6,1,2,2,81.0,4.7,Yes,Yes,57.0,65.0,Placed
2324,7.7,1,1,0,75.0,3.6,No,Yes,59.0,71.0,NotPlaced
8532,7.5,0,2,0,80.0,3.8,Yes,Yes,77.0,69.0,NotPlaced
623,8.3,1,2,2,88.0,4.4,Yes,Yes,78.0,86.0,Placed
9462,8.2,2,2,1,87.0,4.5,Yes,Yes,70.0,70.0,NotPlaced
7765,7.7,2,3,3,84.0,4.2,Yes,Yes,72.0,79.0,NotPlaced
7616,7.4,1,1,0,74.0,3.9,No,Yes,55.0,69.0,NotPlaced
4569,8.1,1,2,1,68.0,4.8,Yes,Yes,76.0,74.0,Placed
7792,7.3,1,1,1,71.0,4.4,No,Yes,69.0,72.0,NotPlaced
