studentid,cgpa,internships,projects,certifications,aptitudetestscore,softskillsrating,extracurricularactivities,placementtraining,ssc_marks,hsc_marks,placementstatus
5359,7.8,0,1,0,71.0,3.8,Yes,No,62.0,69.0,NotPlaced
593,7.7,0,3,1,80.0,4.3,No,No,55.0,71.0,NotPlaced
286,7.9,1,1,0,77.0,4.7,Yes,Yes,64.0,60.0,NotPlaced
4332,7.4,1,2,1,78.0,4.4,No,Yes,81.0,68.0,NotPlaced
3535,7.4,0,1,1,76.0,4.3,No,Yes,55.0,62.0,NotPlaced
9120,6.5,1,1,0,78.0,4.0,No,No,55.0,71.0,NotPlaced
214,7.8,2,2,2,77.0,4.2,Yes,No,57.0,69.0,NotPlaced
1434,7.8,1,1,1,83.0,4.8,Yes,Yes,62.0,64.0,Placed
6790,6.8,1,1,1,77.0,4.2,No,No,65.0,66.0,NotPlaced
8815,8.1,1,2,2,78.0,4.7,Yes,Yes,57.0,83.0,NotPlaced
5084,7.0,0,1,0,75.0,3.8,Yes,No,59.0,72.0,NotPlaced
3346,8.4,2,3,2,87.0,4.5,Yes,Yes,77.0,86.0,Placed
2870,8.0,2,3,0,90.0,4.3,No,Yes,83.0,83.0,Placed
5132,8.0,1,1,0,82.0,4.5,Yes,Yes,73.0,66.0,NotPlaced
9609,6.5,2,2,0,83.0,4.1,Yes,Yes,57.0,81.0,NotPlaced
1707,8.1,1,3,2,90.0,4.8,Yes,Yes,81.0,88.0,Placed
172,6.6,0,3,0,87.0,4.5,No,No,80.0,82.0,NotPlaced
8892,8.3,2,3,0,90.0,4.7,Yes,Yes,73.0,77.0,Placed
131,8.0,1,3,0,80.0,4.4,Yes,Yes,85.0,84.0,Placed
7544,8.6,2,3,2,90.0,4.8,Yes,Yes,73.0,68.0,Placed
9617,7.4,1,2,1,83.0,4.1,No,Yes,90.0,88.0,NotPlaced
3472,6.7,0,3,2,88.0,4.7,Yes,Yes,82.0,82.0,Placed
7926,7.6,1,1,0,74.0,3.8,No,No,55.0,72.0,NotPlaced
5178,7.4,2,3,2,90.0,4.6,Yes,No,74.0,87.0,Placed
4822,8.4,2,3,2,90.0,4.6,Yes,Yes,69.0,82.0,Placed
4797,8.6,1,2,1,70.0,4.1,No,Yes,55.0,68.0,NotPlaced
8936,6.9,0,2,0,77.0,4.2,No,No,70.0,68.0,NotPlaced
1546,7.8,2,3,2,90.0,4.8,Yes,No,82.0,79.0,Placed
7789,6.5,0,1,3,76.0,4.4,Yes,No,64.0,70.0,NotPlaced
4818,6.6,1,1,1,80.0,3.5,No,No,70.0,72.0,NotPlaced
7406,7.5,0,1,0,65.0,3.9,No,No,55.0,65.0,NotPlaced
3337,6.5,1,2,1,80.0,4.2,No,No,55.0,65.0,NotPlaced
4273,7.6,1,1,3,65.0,4.0,Yes,Yes,55.0,69.0,NotPlaced
5755,7.1,0,3,0,80.0,4.4,Yes,No,80.0,83.0,Placed
2470,7.6,1,3,0,68.0,4.2,Yes,Yes,88.0,82.0,NotPlaced
7196,8.2,1,2,2,90.0,4.8,Yes,Yes,71.0,88.0,Placed
7121,8.2,2,3,2,90.0,4.8,Yes,Yes,86.0,76.0,Placed
9993,8.0,2,1,2,78.0,4.4,Yes,Yes,75.0,72.0,Placed
4179,8.4,1,3,3,90.0,4.8,Yes,Yes,78.0,85.0,Placed
41,8.6,2,3,1,90.0,4.8,Yes,Yes,63.0,84.0,Placed
4859,8.0,2,3,0,90.0,4.7,No,Yes,73.0,87.0,Placed
944,8.3,1,2,2,71.0,4.5,Yes,Yes,56.0,67.0,Placed
8955,8.6,2,3,2,90.0,4.7,Yes,Yes,83.0,88.0,Placed
9886,7.8,1,1,0,78.0,4.0,No,No,66.0,75.0,NotPlaced
4280,7.8,0,3,0,74.0,4.1,No,Yes,68.0,67.0,NotPlaced
4148,8.0,2,3,2,87.0,4.4,Yes,Yes,83.0,84.0,NotPlaced
2132,8.1,1,2,1,69.0,4.0,Yes,Yes,86.0,73.0,Placed
1152,7.7,1,1,0,84.0,4.7,Yes,Yes,71.0,63.0,Placed
4473,8.1,2,3,2,90.0,4.7,Yes,Yes,77.0,84.0,Placed
7128,7.4,0,1,1,65.0,4.1,No,Yes,58.0,69.0,NotPlaced
3996,7.5,1,1,1,79.0,4.7,Yes,Yes,55.0,71.0,NotPlaced
4360,7.6,1,3,1,86.0,4.6,Yes,Yes,79.0,82.0,NotPlaced
3583,7.4,0,1,0,70.0,3.2,No,Yes,55.0,57.0,NotPlaced
6726,6.7,1,1,1,67.0,4.3,No,No,57.0,60.0,NotPlaced
5022,8.4,2,3,2,90.0,4.8,Yes,Yes,85.0,81.0,Placed
9046,8.3,2,3,2,90.0,4.3,Yes,Yes,75.0,84.0,NotPlaced
721,8.1,1,3,2,90.0,4.6,Yes,Yes,79.0,88.0,Placed
6352,8.7,0,2,0,81.0,4.7,Yes,Yes,57.0,83.0,Placed
5822,8.5,2,3,2,90.0,4.7,Yes,Yes,86.0,80.0,Placed
8661,7.3,1,3,0,84.0,4.6,Yes,No,61.0,66.0,NotPlaced
9708,8.4,2,3,2,90.0,4.3,Yes,No,83.0,87.0,NotPlaced
1618,8.1,2,1,3,86.0,4.7,Yes,No,78.0,83.0,Placed
113,7.4,1,1,1,81.0,4.1,Yes,No,55.0,62.0,NotPlaced
3209,7.7,1,1,1,68.0,3.8,No,No,57.0,69.0,NotPlaced
586,7.3,1,1,0,81.0,4.4,No,No,55.0,65.0,NotPlaced
7700,7.5,1,2,1,85.0,4.8,No,Yes,61.0,84.0,NotPlaced
2193,7.3,0,1,0,67.0,3.6,No,No,55.0,58.0,NotPlaced
8446,8.1,1,3,2,80.0,4.5,Yes,No,83.0,84.0,Placed
9243,7.5,1,2,0,73.0,3.5,Yes,Yes,84.0,66.0,NotPlaced
9298,8.0,0,2,1,67.0,4.1,Yes,Yes,74.0,75.0,NotPlaced
5460,7.9,2,2,2,90.0,4.8,Yes,No,83.0,82.0,Placed
7476,7.7,1,2,1,76.0,4.1,No,Yes,56.0,69.0,NotPlaced
896,7.4,1,1,1,68.0,4.7,No,Yes,55.0,66.0,NotPlaced
2669,6.9,0,1,0,73.0,3.0,No,No,62.0,62.0,NotPlaced
2627,6.6,1,1,0,87.0,4.8,No,No,56.0,65.0,NotPlaced
5874,6.5,1,1,1,75.0,3.6,No,Yes,60.0,64.0,NotPlaced
4197,8.3,2,3,2,81.0,4.7,Yes,Yes,84.0,85.0,NotPlaced
7011,8.4,1,3,2,90.0,4.8,Yes,Yes,74.0,81.0,Placed
8130,6.6,1,1,0,82.0,3.9,Yes,No,73.0,78.0,NotPlaced
90,7.2,1,2,0,68.0,4.2,Yes,Yes,57.0,66.0,NotPlaced
7728,8.2,2,3,2,90.0,4.7,Yes,No,81.0,87.0,Placed
1979,7.3,1,1,1,70.0,3.8,No,No,56.0,71.0,NotPlaced
3430,8.1,0,3,2,89.0,4.8,Yes,Yes,72.0,85.0,Placed
7231,8.0,2,2,3,82.0,4.0,Yes,Yes,59.0,82.0,Placed
3250,7.6,2,2,2,90.0,4.1,Yes,Yes,82.0,80.0,Placed
2560,8.4,1,3,2,90.0,4.8,Yes,Yes,87.0,83.0,Placed
6243,7.4,1,1,1,84.0,4.1,No,Yes,55.0,70.0,NotPlaced
7387,8.2,2,3,2,87.0,4.8,Yes,Yes,72.0,88.0,Placed
9806,8.2,1,3,1,78.0,4.0,No,Yes,58.0,85.0,Placed
4001,7.5,0,2,1,70.0,3.7,No,No,80.0,63.0,NotPlaced
5892,8.4,2,3,2,90.0,4.8,Yes,Yes,77.0,87.0,Placed
8760,6.5,1,1,0,67.0,4.3,No,Yes,72.0,67.0,NotPlaced
5788,8.2,1,1,2,72.0,4.1,No,Yes,79.0,69.0,NotPlaced
7804,8.1,1,2,1,86.0,4.8,Yes,Yes,69.0,85.0,Placed
918,7.5,2,2,0,89.0,4.8,Yes,Yes,72.0,79.0,Placed
6523,6.5,2,3,2,66.0,4.7,Yes,No,67.0,65.0,NotPlaced
1105,7.5,0,1,1,67.0,3.6,No,No,63.0,72.0,NotPlaced
2807,6.7,1,1,0,74.0,3.9,Yes,Yes,74.0,66.0,NotPlaced
2986,6.8,1,1,1,84.0,4.2,No,No,55.0,69.0,NotPlaced
7993,8.9,2,3,2,90.0,4.8,Yes,Yes,77.0,82.0,Placed
6813,6.8,1,2,0,79.0,4.1,No,Yes,62.0,82.0,Placed
5711,8.2,0,1,2,81.0,4.2,Yes,Yes,69.0,67.0,NotPlaced
3198,8.4,0,1,2,76.0,3.4,No,Yes,77.0,85.0,Placed
8119,7.2,0,2,0,69.0,4.1,Yes,Yes,71.0,83.0,NotPlaced
8877,8.0,1,3,2,90.0,4.7,Yes,Yes,74.0,88.0,Placed
26,6.7,1,1,1,70.0,4.0,No,No,68.0,57.0,NotPlaced
2218,6.7,1,1,1,70.0,4.5,No,Yes,75.0,72.0,NotPlaced
2149,8.2,1,3,0,77.0,4.5,Yes,Yes,75.0,88.0,Placed
5204,7.6,1,2,0,81.0,4.7,Yes,Yes,82.0,83.0,NotPlaced
2337,7.5,1,2,1,90.0,3.4,No,Yes,59.0,72.0,NotPlaced
2426,8.0,2,3,2,89.0,4.1,Yes,Yes,75.0,85.0,Placed
6942,7.2,1,2,2,66.0,4.1,Yes,Yes,78.0,75.0,Placed
9703,7.6,1,3,0,90.0,4.8,Yes,Yes,68.0,87.0,Placed
6071,7.3,1,2,0,80.0,4.2,No,No,57.0,69.0,NotPlaced
1279,6.5,0,1,0,61.0,3.7,No,No,67.0,71.0,NotPlaced
574,8.2,2,3,2,90.0,4.7,Yes,Yes,85.0,80.0,Placed
2718,8.4,0,3,0,86.0,4.6,Yes,Yes,90.0,83.0,Placed
1019,8.4,0,3,0,84.0,4.8,Yes,Yes,77.0,84.0,Placed
1382,8.7,1,2,2,90.0,4.8,Yes,Yes,73.0,87.0,Placed
8491,6.5,1,1,0,65.0,3.6,No,No,55.0,76.0,NotPlaced
614,7.7,0,1,1,67.0,4.2,Yes,No,64.0,64.0,NotPlaced
1564,7.5,1,1,1,60.0,3.5,No,Yes,58.0,66.0,NotPlaced
3453,6.7,0,2,1,73.0,4.2,No,Yes,63.0,62.0,NotPlaced
3125,6.9,1,1,1,65.0,4.4,No,Yes,62.0,71.0,NotPlaced
8796,8.2,1,2,2,80.0,4.4,Yes,Yes,72.0,83.0,Placed
2182,8.3,2,3,2,90.0,4.7,Yes,No,83.0,80.0,Placed
4326,6.9,1,1,1,73.0,3.6,No,No,71.0,57.0,NotPlaced
5744,8.7,1,3,3,88.0,3.8,Yes,Yes,68.0,82.0,NotPlaced
8439,6.8,1,1,0,69.0,3.9,No,No,62.0,60.0,NotPlaced
5619,7.4,1,2,1,78.0,4.6,No,Yes,67.0,68.0,NotPlaced
5647,8.3,1,3,1,73.0,4.7,Yes,No,71.0,65.0,NotPlaced
260,8.2,1,3,1,83.0,4.1,Yes,Yes,77.0,83.0,NotPlaced
5868,6.6,1,1,0,76.0,4.4,No,No,59.0,70.0,NotPlaced
1445,8.1,1,3,2,90.0,4.8,Yes,Yes,77.0,87.0,Placed
9485,6.5,0,3,0,78.0,4.2,Yes,Yes,74.0,69.0,NotPlaced
8284,7.8,2,1,1,87.0,4.4,Yes,Yes,82.0,79.0,NotPlaced
7522,6.5,1,1,0,82.0,4.3,No,Yes,57.0,70.0,NotPlaced
898,6.5,1,1,0,68.0,4.1,No,Yes,55.0,64.0,NotPlaced
7068,8.5,2,3,2,90.0,4.8,Yes,Yes,83.0,86.0,Placed
4448,8.1,0,1,0,88.0,4.3,No,No,55.0,61.0,NotPlaced
4641,7.7,1,3,2,83.0,4.7,Yes,Yes,83.0,86.0,NotPlaced
2255,8.0,1,3,2,86.0,4.8,Yes,No,84.0,85.0,Placed
7674,6.5,1,2,0,71.0,4.0,Yes,Yes,75.0,74.0,NotPlaced
3857,8.5,2,3,2,90.0,4.8,Yes,Yes,78.0,87.0,Placed
1749,7.5,1,1,1,61.0,4.2,Yes,No,64.0,64.0,NotPlaced
7211,8.1,1,3,2,90.0,4.8,Yes,Yes,85.0,82.0,Placed
9282,7.6,0,1,0,73.0,3.8,Yes,No,55.0,59.0,Placed
3686,7.4,0,1,2,79.0,4.4,Yes,No,55.0,68.0,Placed
7395,8.3,1,2,0,80.0,3.6,No,Yes,72.0,63.0,NotPlaced
866,7.5,1,2,1,69.0,3.8,No,Yes,57.0,69.0,NotPlaced
2950,7.3,0,1,1,80.0,4.5,No,Yes,55.0,69.0,NotPlaced
1108,6.5,0,1,0,78.0,3.9,No,No,64.0,67.0,NotPlaced
4995,6.9,0,1,0,81.0,4.0,No,Yes,74.0,71.0,NotPlaced
9302,6.5,1,2,0,69.0,3.4,No,Yes,55.0,67.0,Placed
8664,8.6,2,3,2,88.0,4.8,Yes,Yes,83.0,80.0,Placed
9327,8.3,1,2,3,77.0,4.1,No,Yes,80.0,81.0,Placed
4627,8.2,0,1,2,77.0,4.3,No,No,68.0,68.0,NotPlaced
5299,8.1,1,3,0,80.0,4.7,Yes,Yes,79.0,84.0,Placed
6506,8.2,2,2,2,78.0,4.0,No,No,65.0,63.0,NotPlaced
6554,8.5,1,3,2,78.0,4.8,Yes,Yes,76.0,84.0,Placed
8666,8.3,1,2,2,86.0,4.8,Yes,Yes,58.0,72.0,Placed
370,8.0,2,2,2,81.0,4.5,No,No,69.0,71.0,NotPlaced
8910,8.1,2,3,2,68.0,4.5,Yes,Yes,76.0,85.0,NotPlaced
3436,7.9,2,3,2,85.0,4.4,Yes,Yes,86.0,76.0,Placed
7693,8.3,1,1,1,75.0,4.8,No,No,56.0,65.0,NotPlaced
8430,7.6,0,1,1,60.0,3.2,No,No,56.0,63.0,NotPlaced
6125,8.2,2,3,2,90.0,4.8,Yes,Yes,86.0,83.0,Placed
5898,8.2,2,2,2,73.0,4.6,Yes,Yes,83.0,87.0,NotPlaced
9965,7.5,1,3,1,87.0,4.5,Yes,Yes,57.0,84.0,Placed
5803,7.7,1,2,1,70.0,4.0,Yes,Yes,55.0,67.0,NotPlaced
277,8.3,2,1,1,83.0,4.5,Yes,Yes,82.0,86.0,NotPlaced
6393,7.5,1,1,0,64.0,3.5,No,No,74.0,67.0,NotPlaced
5124,7.8,1,1,2,75.0,4.1,No,Yes,55.0,82.0,NotPlaced
510,6.7,1,2,1,80.0,4.1,No,No,63.0,59.0,NotPlaced
3367,7.3,0,2,1,71.0,4.4,No,No,68.0,69.0,NotPlaced
1358,7.6,1,1,1,75.0,3.9,No,Yes,62.0,70.0,NotPlaced
6818,6.9,1,3,0,81.0,4.5,No,No,72.0,76.0,Placed
2958,7.1,1,1,0,74.0,4.6,Yes,No,55.0,75.0,NotPlaced
2422,7.5,1,1,0,67.0,4.2,No,No,57.0,60.0,NotPlaced
7334,8.3,1,3,2,90.0,4.8,Yes,Yes,75.0,85.0,Placed
9235,6.5,0,2,1,60.0,3.1,Yes,No,60.0,67.0,NotPlaced
4809,6.8,1,2,2,70.0,4.0,Yes,Yes,62.0,69.0,NotPlaced
5977,8.0,2,2,2,87.0,4.6,Yes,Yes,70.0,83.0,NotPlaced
4772,6.6,0,1,0,63.0,4.2,No,No,61.0,70.0,NotPlaced
6778,7.6,0,1,0,79.0,4.0,No,No,55.0,63.0,NotPlaced
9155,7.3,0,1,2,85.0,4.7,Yes,Yes,74.0,84.0,Placed
349,6.5,2,3,0,79.0,3.7,Yes,Yes,68.0,86.0,NotPlaced
5140,7.5,1,1,0,72.0,4.1,No,No,55.0,72.0,NotPlaced
2501,8.0,1,2,0,90.0,4.3,Yes,Yes,75.0,70.0,NotPlaced
5938,7.3,2,3,2,90.0,4.5,Yes,Yes,79.0,84.0,Placed
4402,7.9,1,1,1,70.0,3.4,No,No,62.0,71.0,NotPlaced
6720,7.5,2,2,2,78.0,4.2,No,No,59.0,71.0,NotPlaced
4861,7.3,1,1,1,68.0,4.2,No,No,55.0,61.0,NotPlaced
2839,7.9,1,2,1,86.0,4.8,No,Yes,70.0,60.0,NotPlaced
1313,7.7,1,2,1,67.0,3.8,No,Yes,75.0,60.0,NotPlaced
7615,8.4,2,3,2,90.0,4.8,Yes,Yes,80.0,80.0,Placed
5774,8.2,1,1,0,71.0,4.0,No,Yes,56.0,66.0,NotPlaced
7229,6.5,1,1,1,70.0,4.3,No,No,55.0,75.0,NotPlaced
4305,7.5,1,2,2,75.0,4.3,No,Yes,76.0,85.0,Placed
1969,6.5,0,1,0,79.0,4.2,Yes,Yes,83.0,74.0,Placed
7034,7.4,1,3,1,78.0,3.9,No,Yes,55.0,71.0,NotPlaced
205,8.2,1,1,0,81.0,4.3,Yes,Yes,60.0,70.0,Placed
2827,6.6,0,1,0,61.0,3.8,No,No,66.0,61.0,NotPlaced
7994,7.3,1,2,1,83.0,4.2,No,No,61.0,64.0,NotPlaced
9730,6.6,1,2,0,83.0,4.0,No,Yes,58.0,70.0,NotPlaced
7814,7.7,2,3,0,90.0,4.6,Yes,No,55.0,80.0,NotPlaced
783,7.8,0,1,1,69.0,4.2,No,No,57.0,71.0,NotPlaced
8341,7.5,0,1,0,63.0,3.6,Yes,No,71.0,70.0,NotPlaced
1413,7.4,1,1,3,61.0,4.0,No,No,55.0,70.0,NotPlaced
2063,8.4,1,3,2,90.0,4.7,Yes,Yes,85.0,88.0,Placed
3523,7.7,1,1,1,69.0,4.0,Yes,Yes,79.0,85.0,NotPlaced
1072,7.9,0,3,1,86.0,4.6,Yes,No,77.0,80.0,Placed
7893,7.3,1,3,2,90.0,4.5,Yes,Yes,77.0,85.0,Placed
5779,7.5,0,3,1,65.0,4.2,No,No,58.0,67.0,NotPlaced
461,7.7,1,1,0,80.0,4.8,Yes,Yes,55.0,61.0,NotPlaced
8205,7.3,0,2,0,82.0,4.5,No,Yes,57.0,82.0,NotPlaced
9932,7.9,1,2,0,83.0,4.5,No,Yes,78.0,75.0,Placed
5192,7.4,1,1,0,67.0,4.1,No,Yes,60.0,73.0,NotPlaced
5807,8.4,1,3,2,79.0,4.5,Yes,Yes,86.0,87.0,Placed
828,7.1,0,2,0,80.0,3.8,No,Yes,57.0,70.0,NotPlaced
9861,8.3,2,2,1,80.0,4.8,Yes,Yes,79.0,84.0,Placed
633,8.6,2,2,2,88.0,4.8,Yes,No,83.0,77.0,Placed
1302,7.3,1,2,1,61.0,4.5,No,Yes,55.0,84.0,NotPlaced
7735,8.3,1,2,1,70.0,4.8,Yes,Yes,87.0,85.0,Placed
8616,8.5,1,3,1,90.0,4.8,Yes,Yes,80.0,67.0,NotPlaced
4692,6.7,0,3,0,70.0,4.7,Yes,No,89.0,67.0,NotPlaced
160,6.5,1,1,0,63.0,3.5,No,No,56.0,64.0,NotPlaced
4468,8.4,2,3,1,87.0,4.7,Yes,Yes,80.0,82.0,Placed
348,6.6,1,1,1,81.0,4.0,No,No,73.0,72.0,NotPlaced
281,8.3,2,3,1,90.0,4.8,Yes,No,55.0,80.0,Placed
716,6.7,1,1,1,66.0,3.4,No,Yes,59.0,68.0,NotPlaced
6622,7.0,1,1,0,71.0,4.1,No,Yes,56.0,73.0,NotPlaced
6664,7.4,1,3,1,78.0,4.3,No,Yes,71.0,62.0,NotPlaced
5469,8.2,1,3,0,87.0,3.7,Yes,Yes,74.0,88.0,Placed
7497,7.4,0,1,1,70.0,4.3,No,Yes,55.0,69.0,NotPlaced
7061,7.3,2,2,1,76.0,3.8,No,Yes,55.0,72.0,Placed
94,7.4,1,3,0,83.0,4.2,No,Yes,65.0,82.0,NotPlaced
5110,7.8,1,2,0,80.0,4.7,Yes,Yes,55.0,66.0,NotPlaced
773,7.3,1,2,2,73.0,4.7,Yes,Yes,75.0,72.0,NotPlaced
2225,7.4,0,3,2,90.0,4.7,Yes,Yes,83.0,88.0,Placed
6465,7.4,1,1,0,70.0,3.1,No,No,68.0,64.0,NotPlaced
9646,8.5,1,3,2,90.0,4.3,Yes,Yes,71.0,85.0,Placed
701,7.9,1,3,0,79.0,3.7,No,Yes,67.0,83.0,NotPlaced
5931,6.8,1,1,0,80.0,3.6,No,No,66.0,69.0,NotPlaced
6390,6.5,1,1,0,86.0,3.4,No,Yes,59.0,65.0,NotPlaced
8651,8.4,1,2,1,73.0,4.5,No,Yes,75.0,84.0,NotPlaced
2611,7.6,0,1,1,65.0,4.2,Yes,Yes,58.0,65.0,NotPlaced
4094,8.5,1,3,3,86.0,4.8,Yes,Yes,78.0,73.0,Placed
2585,8.8,2,3,2,85.0,4.7,Yes,No,86.0,86.0,Placed
5480,6.8,1,1,1,80.0,4.3,Yes,Yes,55.0,66.0,Placed
3185,6.8,1,2,0,80.0,3.8,No,Yes,77.0,80.0,Placed
248,6.7,1,2,1,73.0,4.3,No,Yes,71.0,66.0,NotPlaced
4101,7.4,1,1,0,81.0,4.0,No,No,62.0,73.0,NotPlaced
231,7.5,1,1,1,70.0,4.6,No,No,59.0,66.0,NotPlaced
3293,6.5,1,2,0,83.0,4.5,No,No,69.0,71.0,NotPlaced
9729,6.5,1,1,2,81.0,3.8,No,No,61.0,63.0,NotPlaced
8101,8.3,2,3,2,84.0,4.4,Yes,Yes,83.0,84.0,Placed
6328,7.6,0,1,0,72.0,4.0,No,Yes,55.0,73.0,NotPlaced
3949,7.6,0,1,0,60.0,4.0,No,Yes,58.0,66.0,NotPlaced
